uri,title,terms,term_types
/subjects/35706,Jews -- Poland -- Rachów,Jews;Poland;Rachów,topical;geographic;geographic
/subjects/28837,Jews -- Hungary -- Debrecen,Jews;Hungary;Debrecen,topical;geographic;geographic
/subjects/23328,Fathers and sons,Fathers and sons,topical
/subjects/30504,Pabianice (Poland),Pabianice (Poland),geographic
/subjects/32539,Alingsås (Sweden),Alingsås (Sweden),geographic
/subjects/24402,"Subotica (Subotica, Serbia)","Subotica (Subotica, Serbia)",geographic
/subjects/24052,Wissen (Germany),Wissen (Germany),geographic
/subjects/34951,Neuss (Germany),Neuss (Germany),geographic
/subjects/29660,Beirut (Lebanon),Beirut (Lebanon),geographic
/subjects/32186,Drvar (Bosnia and Herzegovina),Drvar (Bosnia and Herzegovina),geographic
/subjects/39230,Hohenbruch (Germany),Hohenbruch (Germany),geographic
/subjects/30912,Jews -- Poland -- Jędrzejów (Województwo Świętokrzyskie),Jews;Poland;Jędrzejów (Województwo Świętokrzyskie),topical;geographic;geographic
/subjects/28421,Muniškiai (Lithuania),Muniškiai (Lithuania),geographic
/subjects/25643,Kały (Poland),Kały (Poland),geographic
/subjects/36595,Ghettos -- Songs and music,Ghettos;Songs and music,topical;genre_form
/subjects/27384,Bad Liebenwerda (Germany : Landkreis),Bad Liebenwerda (Germany : Landkreis),geographic
/subjects/36741,Neubrandenburg (Germany),Neubrandenburg (Germany),geographic
/subjects/27500,Megève (France),Megève (France),geographic
/subjects/23543,Spa (Belgium),Spa (Belgium),geographic
/subjects/31987,Auschluss,Auschluss,topical
/subjects/23113,Impostors and imposture,Impostors and imposture,topical
/subjects/24639,"World War, 1939-1945 -- Conscript labor -- Hungary","World War, 1939-1945;Conscript labor;Hungary",topical;topical;geographic
/subjects/39908,Chcebuz (Czech Republic),Chcebuz (Czech Republic),geographic
/subjects/26604,Preveza (Greece),Preveza (Greece),geographic
/subjects/37015,Ukmergė (Lithuania),Ukmergė (Lithuania),geographic
/subjects/33955,"Jews -- Legal status, laws, etc. -- Italy","Jews;Legal status, laws, etc.;Italy",topical;topical;geographic
/subjects/23056,Amsterdam (Netherlands),Amsterdam (Netherlands),geographic
/subjects/37445,Tripoli (Libya),Tripoli (Libya),geographic
/subjects/29908,Visegrád (Hungary),Visegrád (Hungary),geographic
/subjects/41369,Aussois (France),Aussois (France),geographic
/subjects/35751,"Arnhem, Battle of, Arnhem, Netherlands, 1944 -- Personal narratives","Arnhem, Battle of, Arnhem, Netherlands, 1944;Personal narratives",topical;genre_form
/subjects/40651,Mala Berezovyt︠s︡i︠a︡ (Ukraine),Mala Berezovyt︠s︡i︠a︡ (Ukraine),geographic
/subjects/26487,Bergenfield (N.J.),Bergenfield (N.J.),geographic
/subjects/30103,Suez (Egypt),Suez (Egypt),geographic
/subjects/38860,"World War, 1939-1945 -- Prisoners and prisons, Serbian","World War, 1939-1945;Prisoners and prisons, Serbian",topical;topical
/subjects/25751,Mohács (Hungary),Mohács (Hungary),geographic
/subjects/24843,Sorinne-la-Longue (Belgium),Sorinne-la-Longue (Belgium),geographic
/subjects/33685,Nay (France),Nay (France),geographic
/subjects/41040,Romanian occupation,Romanian occupation,topical
/subjects/39288,Tarnogród (Poland),Tarnogród (Poland),geographic
/subjects/27296,"Weissensee (Berlin, Germany)","Weissensee (Berlin, Germany)",geographic
/subjects/41410,Kolinec (Czech Republic),Kolinec (Czech Republic),geographic
/subjects/36038,Prosiek (Slovakia),Prosiek (Slovakia),geographic
/subjects/34455,Monthléry (France),Monthléry (France),geographic
/subjects/39267,Lahoĭsk (Belarus),Lahoĭsk (Belarus),geographic
/subjects/29637,Novara (Italy),Novara (Italy),geographic
/subjects/40714,Narvik (Norway),Narvik (Norway),geographic
/subjects/24005,Nový Jičín (Czech Republic),Nový Jičín (Czech Republic),geographic
/subjects/24455,Ruskinovce (Slovakia),Ruskinovce (Slovakia),geographic
/subjects/30046,Tashkent (Uzbekistan),Tashkent (Uzbekistan),geographic
/subjects/28304,Tótkomlós (Hungary),Tótkomlós (Hungary),geographic
/subjects/25536,Szreńsk (Poland),Szreńsk (Poland),geographic
/subjects/39515,Marxheim (Germany),Marxheim (Germany),geographic
/subjects/40965,Chernobay (Ukraine),Chernobay (Ukraine),geographic
/subjects/35865,Tambov (Russia),Tambov (Russia),geographic
/subjects/23118,Grozovo (Belarus),Grozovo (Belarus),geographic
/subjects/29515,"Schlachtensee (Berlin, Germany)","Schlachtensee (Berlin, Germany)",geographic
/subjects/32709,Otrokovice (Czech Republic),Otrokovice (Czech Republic),geographic
/subjects/23548,Gorokhovatka (Ukraine),Gorokhovatka (Ukraine),geographic
/subjects/35166,Jews -- Poland -- Ryki,Jews;Poland;Ryki,topical;geographic;geographic
/subjects/29145,Čataj (Slovakia),Čataj (Slovakia),geographic
/subjects/32359,Sokolovo Gornje (Bosnia and Hercegovina),Sokolovo Gornje (Bosnia and Hercegovina),geographic
/subjects/39846,Čadca (Slovakia),Čadca (Slovakia),geographic
/subjects/30671,Sofia (Bulgaria),Sofia (Bulgaria),geographic
/subjects/31963,"Grochów (Warsaw, Poland)","Grochów (Warsaw, Poland)",geographic
/subjects/40573,Działoszyce (Poland),Działoszyce (Poland),geographic
/subjects/25920,Vaŭkavysk (Belarus),Vaŭkavysk (Belarus),geographic
/subjects/39903,Klekovaca Ridge (Bosnia and Hercegovina),Klekovaca Ridge (Bosnia and Hercegovina),geographic
/subjects/35023,Muszyna (Poland),Muszyna (Poland),geographic
/subjects/29000,Zbąszyń (Poland),Zbąszyń (Poland),geographic
/subjects/39450,Human experimentation in medicine,Human experimentation in medicine,topical
/subjects/34632,Majevica Mountains (Bosnia and Herzegovina),Majevica Mountains (Bosnia and Herzegovina),geographic
/subjects/38538,Varese (Italy),Varese (Italy),geographic
/subjects/26526,Kuchyňa (Slovakia),Kuchyňa (Slovakia),geographic
/subjects/37337,Zrenjanin (Serbia),Zrenjanin (Serbia),geographic
/subjects/38492,"World War, 1939-1945 -- Underground movements -- Yugoslavia","World War, 1939-1945;Underground movements;Yugoslavia",topical;topical;geographic
/subjects/23374,Belgorod (Russia),Belgorod (Russia),geographic
/subjects/39329,Davyd-Haradok (Belarus),Davyd-Haradok (Belarus),geographic
/subjects/32836,Siedlce (Poland),Siedlce (Poland),geographic
/subjects/26875,Šamorín (Slovakia),Šamorín (Slovakia),geographic
/subjects/28168,"Slovakia -- History -- Uprising, 1944","Slovakia;History;Uprising, 1944",geographic;topical;temporal
/subjects/22565,Kreuzburg (Germany),Kreuzburg (Germany),geographic
/subjects/27788,Authors,Authors,topical
/subjects/36199,"Serock (Warsaw, Poland)","Serock (Warsaw, Poland)",geographic
/subjects/36033,Smilʹchynt︠s︡i (Ukraine),Smilʹchynt︠s︡i (Ukraine),geographic
/subjects/22420,Rączyna (Poland),Rączyna (Poland),geographic
/subjects/26199,"Sadhora (Chernivt︠s︡i, Ukraine)","Sadhora (Chernivt︠s︡i, Ukraine)",geographic
/subjects/38187,Bandung (Indonesia),Bandung (Indonesia),geographic
/subjects/32070,Jews -- Poland -- Mińsk Mazowiecki,Jews;Poland;Mińsk Mazowiecki,topical;geographic;geographic
/subjects/23231,Zürbach (Germany),Zürbach (Germany),geographic
/subjects/26033,Wola (Poland),Wola (Poland),geographic
/subjects/39811,Prisoners of War -- Yugoslavia,Prisoners of War;Yugoslavia,topical;geographic
/subjects/29112,Värnamo (Sweden),Värnamo (Sweden),geographic
/subjects/24370,Šakiai (Lithuania),Šakiai (Lithuania),geographic
/subjects/25998,Postwar expereinces,Postwar expereinces,topical
/subjects/31522,"World War, 1939-1945 -- Religious aspects","World War, 1939-1945;Religious aspects",topical;topical
/subjects/25131,Bocholt (Germany),Bocholt (Germany),geographic
/subjects/29811,Tallinn (Estonia),Tallinn (Estonia),geographic
/subjects/35998,"Žatec (Ústecký kraj, Czech Republic)","Žatec (Ústecký kraj, Czech Republic)",geographic
/subjects/36658,Dubinné (Slovakia),Dubinné (Slovakia),geographic
/subjects/31467,Domfront (France),Domfront (France),geographic
/subjects/25074,Sharhorod (Ukraine),Sharhorod (Ukraine),geographic
/subjects/23909,Biĭsk (Russia),Biĭsk (Russia),geographic
/subjects/31037,Concentration camps -- Sociological aspects,Concentration camps;Sociological aspects,topical;topical
/subjects/27419,Probezhna (Ukraine),Probezhna (Ukraine),geographic
/subjects/40174,"Miedzeszyn (Warsaw, Poland)","Miedzeszyn (Warsaw, Poland)",geographic
/subjects/35074,Mariánské Lázně (Czech Republic),Mariánské Lázně (Czech Republic),geographic
/subjects/30276,"World War, 1939-1945 -- Prisoners and prisons, Lithuanian","World War, 1939-1945;Prisoners and prisons, Lithuanian",topical;topical
/subjects/31934,Nová Baňa (Slovakia),Nová Baňa (Slovakia),geographic
/subjects/38996,Myckelby (Sweden),Myckelby (Sweden),geographic
/subjects/28095,Svali︠a︡va (Ukraine),Svali︠a︡va (Ukraine),geographic
/subjects/36822,Kutná Hora (Czech Republic),Kutná Hora (Czech Republic),geographic
/subjects/37730,Czemierniki (Poland),Czemierniki (Poland),geographic
/subjects/23323,Jewish converts from Christianity,Jewish converts from Christianity,topical
/subjects/26571,Osnabrück (Germany),Osnabrück (Germany),geographic
/subjects/36988,Autobiographical memory in literature,Autobiographical memory in literature,topical
/subjects/29684,Lüneburg (Germany),Lüneburg (Germany),geographic
/subjects/24059,Strzegowo-Osada (Poland),Strzegowo-Osada (Poland),geographic
/subjects/32477,Blankenberge (Belgium),Blankenberge (Belgium),geographic
/subjects/29391,Bychawa (Poland),Bychawa (Poland),geographic
/subjects/36967,Ladispoli (Italy),Ladispoli (Italy),geographic
/subjects/28979,Zutphen (Netherlands),Zutphen (Netherlands),geographic
/subjects/26434,Sweden,Sweden,geographic
/subjects/23636,Husband -- Death,Husband;Death,topical;topical
/subjects/40318,Vrbové (Slovakia),Vrbové (Slovakia),geographic
/subjects/25648,Szomor (Hungary),Szomor (Hungary),geographic
/subjects/26967,Lysi︠a︡nka (Ukraine),Lysi︠a︡nka (Ukraine),geographic
/subjects/33266,"Smíchov (Prague, Czech Republic)","Smíchov (Prague, Czech Republic)",geographic
/subjects/34059,Montpellier (France),Montpellier (France),geographic
/subjects/41159,Les Deux-Acren (Belgium),Les Deux-Acren (Belgium),geographic
/subjects/39391,Alberobello (Italy),Alberobello (Italy),geographic
/subjects/22477,Jews -- Poland -- Opoczno,Jews;Poland;Opoczno,topical;geographic;geographic
/subjects/25218,Spišské Podhradie (Slovakia),Spišské Podhradie (Slovakia),geographic
/subjects/41509,Autun (France),Autun (France),geographic
/subjects/34366,Chancey (France),Chancey (France),geographic
/subjects/41266,"Konin (Województwo Wielkopolskie, Poland)","Konin (Województwo Wielkopolskie, Poland)",geographic
/subjects/25577,Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine),Kam'i︠a︡net︠s︡ʹ-Podilʹsʹkyĭ (Ukraine),geographic
/subjects/28715,Orphanages -- Hungary -- Budapest,Orphanages;Hungary;Budapest,topical;geographic;geographic
/subjects/35824,Melbourne (Vic.),Melbourne (Vic.),geographic
/subjects/34736,Nyírbátor (Hungary),Nyírbátor (Hungary),geographic
/subjects/29807,Jews -- Poland -- Krosno,Jews;Poland;Krosno,topical;geographic;geographic
/subjects/33509,Mödling (Austria),Mödling (Austria),geographic
/subjects/35577,Friendship,Friendship,topical
/subjects/23159,Jews -- Palestine,Jews;Palestine,topical;geographic
/subjects/30775,Pribeta (Slovakia),Pribeta (Slovakia),geographic
/subjects/23509,Montluçon (France),Montluçon (France),geographic
/subjects/24736,Turksib (Kazakhstan),Turksib (Kazakhstan),geographic
/subjects/27819,Český Krumlov (Czech Republic),Český Krumlov (Czech Republic),geographic
/subjects/32318,Uriage-les-Bains (France),Uriage-les-Bains (France),geographic
/subjects/38200,"Stokkel (Brussels, Belgium)","Stokkel (Brussels, Belgium)",geographic
/subjects/24223,Puck (Poland),Puck (Poland),geographic
/subjects/30630,Draft -- Hungary,Draft;Hungary,topical;geographic
/subjects/31888,Soriano nel Cimino (Italy),Soriano nel Cimino (Italy),geographic
/subjects/25062,Sinai (Egypt),Sinai (Egypt),geographic
/subjects/41289,Tereszpol Wąski (Poland),Tereszpol Wąski (Poland),geographic
/subjects/34389,Wodzisław Śląski (Poland),Wodzisław Śląski (Poland),geographic
/subjects/28650,Eschwege (Germany : Refugee camp),Eschwege (Germany : Refugee camp),topical
/subjects/29942,Jews -- Poland -- Włocławek,Jews;Poland;Włocławek,topical;geographic;geographic
/subjects/32174,Kocoń (Poland),Kocoń (Poland),geographic
/subjects/38579,Donji Matejevac (Serbia),Donji Matejevac (Serbia),geographic
/subjects/23335,Galanta (Slovakia),Galanta (Slovakia),geographic
/subjects/28579,Hronsek (Slovakia),Hronsek (Slovakia),geographic
/subjects/39738,Brazzaville (Congo),Brazzaville (Congo),geographic
/subjects/26834,Amstelveen (Netherlands),Amstelveen (Netherlands),geographic
/subjects/28129,Jonava (Lithuania),Jonava (Lithuania),geographic
/subjects/36422,Pirot (Serbia),Pirot (Serbia),geographic
/subjects/27399,Szczawnica (Poland),Szczawnica (Poland),geographic
/subjects/39387,Tășnad (Romania),Tășnad (Romania),geographic
/subjects/26971,"World War, 1939-1945 -- Personal narratives, Russian","World War, 1939-1945;Personal narratives, Russian",topical;genre_form
/subjects/27663,Childbirth,Childbirth,topical
/subjects/22932,Otočac (Croatia),Otočac (Croatia),geographic
/subjects/37233,Magadan (Russia),Magadan (Russia),geographic
/subjects/26588,Ruzhany (Belarus),Ruzhany (Belarus),geographic
/subjects/29387,Cărășeu (Romania),Cărășeu (Romania),geographic
/subjects/22898,Skawina (Poland),Skawina (Poland),geographic
/subjects/30372,Butovice (Czech Republic),Butovice (Czech Republic),geographic
/subjects/29153,London (England),London (England),geographic
/subjects/35520,Jakarta (Indonesia),Jakarta (Indonesia),geographic
/subjects/34761,Rzeszów (Poland),Rzeszów (Poland),geographic
/subjects/41661,Jews -- Belarus -- Ilʹi︠a︡,Jews;Belarus;Ilʹi︠a︡,topical;geographic;geographic
/subjects/40973,Derventa (Bosnia and Herzegovina : Opština),Derventa (Bosnia and Herzegovina : Opština),geographic
/subjects/34331,Alessandria (Italy : Province),Alessandria (Italy : Province),geographic
/subjects/28312,Brantôme (France),Brantôme (France),geographic
/subjects/35936,Jihlava (Czech Republic),Jihlava (Czech Republic),geographic
/subjects/34624,"Zwiesel (Bavaria, Germany)","Zwiesel (Bavaria, Germany)",geographic
/subjects/28257,"Pavenciai, Stotis (Lithuania)","Pavenciai, Stotis (Lithuania)",geographic
/subjects/27458,"Holocaust, Jewish (1939-1945) -- Moral and religious aspects","Holocaust, Jewish (1939-1945);Moral and religious aspects",topical;topical
/subjects/39915,Le Touquet-Paris-Plage (France),Le Touquet-Paris-Plage (France),geographic
/subjects/38607,Polichna (Poland),Polichna (Poland),geographic
/subjects/30237,Hilversum (Netherlands),Hilversum (Netherlands),geographic
/subjects/37458,"Forest (Brabant, Belgium)","Forest (Brabant, Belgium)",geographic
/subjects/40565,Neded (Slovakia),Neded (Slovakia),geographic
/subjects/30667,Jews -- Poland -- Kłobuck,Jews;Poland;Kłobuck,topical;geographic;geographic
/subjects/28484,Hellevoetsluis (Netherlands),Hellevoetsluis (Netherlands),geographic
/subjects/26863,Christian converts from Judaism,Christian converts from Judaism,topical
/subjects/32820,Schongau (Germany),Schongau (Germany),geographic
/subjects/32089,Peru,Peru,geographic
/subjects/36863,Deštnice (Czech Republic),Deštnice (Czech Republic),geographic
/subjects/32573,Leysin (Switzerland),Leysin (Switzerland),geographic
/subjects/23732,"Miechów (Miechów, Poland)","Miechów (Miechów, Poland)",geographic
/subjects/32123,Nogent-le-Rotrou (France : Arrondissement),Nogent-le-Rotrou (France : Arrondissement),geographic
/subjects/26025,Megyaszó (Hungary),Megyaszó (Hungary),geographic
/subjects/37634,Concentration camp inmates -- Tunisia,Concentration camp inmates;Tunisia,topical;geographic
/subjects/36926,"Lityn (Vinnyt͡sʹka oblastʹ, Ukraine)","Lityn (Vinnyt͡sʹka oblastʹ, Ukraine)",geographic
/subjects/29780,Anti-Nazi movement -- Germany,Anti-Nazi movement;Germany,topical;geographic
/subjects/40359,Bad Kreuznach (Germany),Bad Kreuznach (Germany),geographic
/subjects/33227,"Greece -- History -- Civil War, 1944-1949 -- Participation","Greece;History;Civil War, 1944-1949;Participation",geographic;topical;temporal;topical
/subjects/26926,Divonne-les-Bains (France),Divonne-les-Bains (France),geographic
/subjects/25609,La Chaux-de-Fonds (Switzerland),La Chaux-de-Fonds (Switzerland),geographic
/subjects/22436,Titov Veles (Macedonia),Titov Veles (Macedonia),geographic
/subjects/33677,Rzemienowice (Poland),Rzemienowice (Poland),geographic
/subjects/32965,"Bistrița (Bistrița-Năsăud, Romania)","Bistrița (Bistrița-Năsăud, Romania)",geographic
/subjects/27589,Jews -- Poland -- Nowe Miasto nad Pilicą,Jews;Poland;Nowe Miasto nad Pilicą,topical;geographic;geographic
/subjects/36662,Wendenschloss (Germany),Wendenschloss (Germany),geographic
/subjects/36398,Alençon (France),Alençon (France),geographic
/subjects/27073,"Rosenstrasse (Berlin, Germany)","Rosenstrasse (Berlin, Germany)",geographic
/subjects/26398,Jews -- Poland -- Chrzanów,Jews;Poland;Chrzanów,topical;geographic;geographic
/subjects/23460,Zvolenská Slatina (Slovakia),Zvolenská Slatina (Slovakia),geographic
/subjects/23030,Velyka Dobronʹ (Ukraine),Velyka Dobronʹ (Ukraine),geographic
/subjects/29128,"Oberlauchringen (Lauchringen, Germany)","Oberlauchringen (Lauchringen, Germany)",geographic
